phase,drafter,k,mode,selectors,qoe,d_qoe_pct,bitrate_mbps,rebuffer_total_s,d_rebuffer_s,smoothness_mbps,latency_mean_ms,speedup_vs_a1,acceptance_rate,q_queue_serve,queued_actions_served,target_plm_calls,fallback_total,fallback_buffer,fallback_state,fallback_return,draft_1step_rate,repeat_on_verify_rate,llm_autocorr_rate,accepted_prefix_mean,ctx_tokens_mean,q_parity_model,q_1p24x_model,c_verify_ms,c_serve_ms,safety_C_incidence,safety_C_vs_mpc,safety_window_union_rebuffer_s,safety_A_queue_mean_s,safety_A_llm_mean_s
g_repeat_k3_f3,repeat-last,3,sample,none/none,0.9342371500014428,-1.5261613533314329,1.0233617021276595,23.845440696097604,17.45372324980886,0.06730851063829787,51.53501625834132,1.5645069963998388,0.7839475012619889,0.3776595744680851,1775,2925,900,759,141,0,0.8795061728395062,0.8795061728395062,0.8609271523178808,2.3007407407407405,148.70913580246915,0.03368738222709003,0.22507115841651748,83.37372925029032,1.8349135663150482,0.0033802816901408453,0.5847887323943662,8.765928386133549,0.001764136177782151,0.007081743241208302
g_repeat_k3_f5,repeat-last,3,sample,none/none,0.9126378649790114,-3.802847212140436,1.0258829787234043,50.826054557824804,44.43433711153606,0.06674468085106385,49.02095464486728,1.644743438389902,0.7789172831203766,0.37851063829787235,1779,2921,894,733,161,0,0.8781450419338924,0.8781450419338924,0.8555617044825677,2.2856438085841146,148.7873704982733,-0.006883577945403494,0.19252516895948343,80.08820921220308,1.8308273579547325,0.002810567734682406,0.4862282181000563,25.78655327706819,0.0005337037952232018,0.017075178194495975
g_repeat_k3_f8,repeat-last,3,sample,none/none,0.9219252676215808,-2.8239028517394362,1.0311702127659574,50.31424236710937,43.92252492082063,0.0632127659574468,53.57909031673037,1.504820127014703,0.7903332233586275,0.3485106382978723,1638,3062,993,837,156,0,0.8878685355244079,0.8878685355244079,0.8855869242199108,2.3156114064765587,146.43595940067667,0.0354678573946146,0.22648268971177002,83.52449297916897,1.828185617537107,0.002442002442002442,0.42246642246642246,2.6075910580793433,0.0,0.01643182311140084
g_repeat_k3_f5_pred,repeat-last,3,sample,none/none,0.9126378649790114,-3.802847212140436,1.0258829787234043,50.826054557824804,44.43433711153606,0.06674468085106385,51.832406441061856,1.5555305846629854,0.7789172831203766,0.37851063829787235,1779,2921,894,733,161,0,0.8781450419338924,0.8781450419338924,0.8555617044825677,2.2856438085841146,148.7873704982733,0.041217449154222305,0.23117573897109905,84.01294229423502,1.862242439774322,0.002810567734682406,0.4862282181000563,25.78655327706819,0.0005337037952232018,0.017075178194495975
g_hybrid_k3_f5,hybrid,3,sample,none/none,0.9127513257349383,-3.7908878117121234,1.0286382978723405,58.32994628971853,51.93822884342978,0.06252127659574469,51.509606564551234,1.5652787678491344,0.7319135099983742,0.37042553191489364,1741,2959,859,720,139,0,0.8295238095238096,0.8861904761904762,0.8637339055793991,2.143809523809524,146.2895238095238,0.02105933675447909,0.21488296715908742,82.32243783045782,1.8100337492995335,0.0022975301550832855,0.39747271682940843,12.425152607164287,0.0,0.019712722639310083
g_repeat_k5_f5,repeat-last,5,sample,none/none,0.9001099360317046,-5.123361231233034,1.0042978723404254,43.01937224441583,36.62765479812708,0.06482978723404256,54.19485686059566,1.487722233553442,0.7080229576260838,0.42127659574468085,1980,2720,1001,838,163,0,0.878999418266434,0.878999418266434,0.8683503492745835,3.372891215823153,165.9522978475858,0.18374675205407134,0.3454343593979037,98.3611348478168,1.8465861574643188,0.0035353535353535356,0.6116161616161617,41.0252927085595,0.00026272492939160153,0.015624697383904583
g_hybrid_k5_f5,hybrid,5,sample,none/none,0.9362342341682206,-1.3156574743080076,1.0049042553191487,6.999790560316882,0.6080731140281372,0.062265957446808504,54.697240629243325,1.4740577873438114,0.6596096984033116,0.4117021276595745,1935,2765,990,846,144,0,0.8349295774647887,0.8850704225352113,0.8772750910036401,3.1419718309859155,161.86140845070423,0.1729295863543222,0.3367684391504819,97.0979741719407,1.850685843889835,0.002583979328165375,0.4470284237726099,6.99979056031688,0.0,0.002531569822899414
t_repeat_k3_btol0p5,repeat-last,3,sample,none/none,0.9144089206062879,-3.6161680096762407,1.0083191489361703,32.1925751512669,25.800857704978156,0.06445744680851065,57.3121229810343,1.406803470226281,0.7944489795918367,0.3148936170212766,1480,3220,1131,1090,41,0,0.8726663475347056,0.8726663475347056,0.8684797146678556,2.3293441838200097,149.5414073719483,0.05446331452026758,0.2417847161839098,85.16408186806022,1.8569620567644518,0.0,0.0,0.0,0.0,0.00999769414635618
