label,decisions,q_share,W,A_queue_mean_s,A_llm_mean_s,B_lagged_mean_s,B_run_mean_s,C_incidence,C_vs_mpc_ratio,window_union_rebuffer_s,window_union_share_of_run,run_total_rebuffer_s
m1a_mpc_k3_sample,4700,0.073617,3,0.0,0.0017188534635881735,9.811915449165894e-05,0.0015923165915878526,0.005780346820809248,None,0.08536366440774328,0.011406325780208058,7.4838879804629075
m1b_mpc_k3_greedy,4700,0.062766,3,0.0,1.937881144330154e-05,0.00011725778077986713,1.816248178888155e-05,0.006779661016949152,1.1728813559322033,0.08536366440774328,1.0,0.08536366440774328
m2_repeat_k3,4700,0.377660,3,0.001764136177782151,0.007081743241208302,0.002830457987127397,0.005073498020446298,0.0033802816901408453,0.5847887323943662,8.765928386133549,0.36761444243587105,23.8454406960976
m3_hybrid_k3,4700,0.372766,3,0.0,0.00911383139157094,0.004262020301287206,0.0057165053068832196,0.00228310502283105,0.3949771689497717,12.905397472297661,0.4803335433133934,26.867574942351133
m4_repeat_k5,4700,0.419149,5,2.848740381790647e-05,0.013577187155695194,0.004777020072779027,0.007898264068206203,0.0025380710659898475,0.43908629441624364,16.732697259592857,0.4507507374229156,37.12184112056915
m5_hybrid_k5,4700,0.418511,5,0.0054120416791671915,0.0028759743668133877,0.004153385429145883,0.003937345516472949,0.005592272496187087,0.9674631418403661,17.660045830434214,0.9543121232176652,18.505523927422857
m6_best_plus_selectors,4700,0.377872,3,0.0,0.010399622513746888,0.0030459784101971605,0.006469892814935298,0.0005630630630630631,0.09740990990990991,9.466900898892774,0.31132420449953263,30.408496230195897
